No,Company,Symbol,Weight,Price,Chg,% Chg
349,Hubbell Incorporated,HUBB,0.0%,434.38999999999999,1.1200000000000001,-0.3%
350,Verisign,VRSN,0.0%,247.08000000000001,-3.5,-1.4%
351,Williams-Sonoma,WSM,0.0%,189.09,1.0600000000000001,-0.6%
352,Teradyne,TER,0.0%,144.28,-0.76000000000000001,-0.5%
353,T. Rowe Price,TROW,0.0%,103.55,1.0600000000000001,-1.0%
354,Jabil,JBL,0.0%,212.44,5.8700000000000001,-2.8%
355,Halliburton,HAL,0.0%,26.550000000000001,-0.67000000000000004,-2.5%
356,Insulet Corporation,PODD,0.0%,320.91000000000003,-2.5499999999999998,-0.8%
357,Steel Dynamics,STLD,0.0%,152.94999999999999,2.23,-1.5%
358,Citizens Financial Group,CFG,0.0%,52.18,1.22,-2.4%
359,Smurfit WestRock,SW,0.0%,43.07,0.05000000000000000278,-0.1%
360,Dollar General,DG,0.0%,101.98999999999999,-1,-1.0%
361,CMS Energy,CMS,0.0%,74.75,0.19,-0.2%
362,Edison International,EIX,0.0%,57.810000000000002,0.54000000000000004,-0.9%
363,Tyler Technologies,TYL,0.0%,508.66000000000003,-7.5899999999999999,-1.5%
364,Biogen,BIIB,0.0%,149.88999999999999,-0.19,-0.1%
365,Regions Financial Corporation,RF,0.0%,24.57,0.46999999999999997,-1.9%
366,Darden Restaurants,DRI,0.0%,184.81999999999999,-1.6399999999999999,-0.9%
367,Waters Corporation,WAT,0.0%,359.5,3.8199999999999998,-1.1%
368,West Pharmaceutical Services,WST,0.0%,297.47000000000003,-9.7799999999999994,-3.2%
369,Texas Pacific Land Corporation,TPL,0.0%,928.63,-9.0099999999999998,-1.0%
370,SBA Communications,SBAC,0.0%,198.68000000000001,2.5800000000000001,-1.3%
371,Global Payments,GPN,0.0%,87.359999999999999,-0.12,-0.1%
372,Lululemon Athletica,LULU,0.0%,178.16999999999999,-0.89000000000000001,-0.5%
373,Devon Energy,DVN,0.0%,32.969999999999999,-0.46999999999999997,-1.4%
374,Church & Dwight,CHD,0.0%,85.890000000000001,-0.81999999999999995,-0.9%
375,Loews Corporation,L,0.0%,100.05,0.11,-0.1%
376,ON Semiconductor,ON,0.0%,50.710000000000001,-1.0700000000000001,-2.1%
377,CDW,CDW,0.0%,158.16,-0.32000000000000001,-0.2%
378,NiSource,NI,0.0%,43.630000000000003,-0.23999999999999999,-0.5%
379,"NVR, Inc.",NVR,0.0%,7430.92,-248.49000000000001,-3.2%
380,Zimmer Biomet,ZBH,0.0%,103.03,-0.13,-0.1%
381,Ralph Lauren Corporation,RL,0.0%,335.67000000000002,-0.62,-0.2%
382,Quest Diagnostics,DGX,0.0%,182.18000000000001,-1.05,-0.6%
383,Dollar Tree,DLTR,0.0%,99.049999999999997,-1.5700000000000001,-1.6%
384,Corpay,CPAY,0.0%,284.38,-0.070000000000000006661,-0.0%
385,KeyCorp,KEY,0.0%,17.82,0.29999999999999999,-1.7%
386,Bunge Global,BG,0.0%,97.799999999999997,1.1100000000000001,-1.1%
387,Trimble Inc.,TRMB,0.0%,81.420000000000002,0.71999999999999997,-0.9%
388,Jacobs Solutions,J,0.0%,159.59,-1.1799999999999999,-0.7%
389,Gartner,IT,0.0%,250.21000000000001,-0.70999999999999996,-0.3%
390,Amcor,AMCR,0.0%,8.1400000000000006,-0.089999999999999996669,-1.1%
391,Aptiv,APTV,0.0%,86.189999999999998,1.22,-1.4%
392,Packaging Corporation of America,PKG,0.0%,204.83000000000001,-8.4299999999999997,-4.0%
393,Paramount Skydance Corp,PSKY,0.0%,16.719999999999999,0.25,-1.5%
394,Tyson Foods,TSN,0.0%,51.380000000000003,-0.42999999999999999,-0.8%
395,Genuine Parts Company,GPC,0.0%,130.93000000000001,-2.3300000000000001,-1.8%
396,GoDaddy,GDDY,0.0%,130.94,-1.49,-1.1%
397,Coterra,CTRA,0.0%,23.550000000000001,-0.19,-0.8%
398,Pentair,PNR,0.0%,109.73,-0.96999999999999997,-0.9%
399,Evergy,EVRG,0.0%,77.959999999999994,0.07000000000000000666,-0.1%
400,McCormick & Company,MKC,0.0%,66.849999999999994,-0.52000000000000002,-0.8%
401,Snap-on,SNA,0.0%,343.93000000000001,-2.7400000000000002,-0.8%
402,Incyte,INCY,0.0%,91.280000000000001,1.97,-2.2%
403,Principal Financial Group,PFG,0.0%,79.620000000000005,0.17999999999999999,-0.2%
404,Alliant Energy,LNT,0.0%,68.969999999999999,0.37,-0.5%
405,Invitation Homes,INVH,0.0%,28.870000000000001,-0.040000000000000000833,-0.1%
406,Dow Inc.,DOW,0.0%,24.809999999999999,0.29999999999999999,-1.2%
407,Best Buy,BBY,0.0%,83.260000000000005,0.82999999999999996,-1.0%
408,Lennox International,LII,0.0%,496.24000000000001,1.25,-0.2%
409,Weyerhaeuser,WY,0.0%,23.890000000000001,0.04000000000000000083,-0.2%
410,"F5, Inc.",FFIV,0.0%,298.33999999999997,-3.52,-1.2%
411,Essex Property Trust,ESS,0.0%,264.66000000000003,0.90000000000000002,-0.3%
412,Erie Indemnity,ERIE,0.0%,324.67000000000002,-1.02,-0.3%
413,Southwest Airlines,LUV,0.0%,32.200000000000003,0.55000000000000004,-1.7%
414,International Flavors & Fragrances,IFF,0.0%,65.909999999999997,0.14000000000000001,-0.2%
415,Gen Digital,GEN,0.0%,27.219999999999999,0.02999999999999999889,-0.1%
416,Fortive,FTV,0.0%,49.469999999999999,-0.14999999999999999,-0.3%
417,Centene Corporation,CNC,0.0%,34.07,-0.28999999999999998,-0.8%
418,Hologic,HOLX,0.0%,73.989999999999995,0.10000000000000001,-0.1%
419,Expeditors International,EXPD,0.0%,117.81,-0.66000000000000003,-0.6%
420,J.B. Hunt,JBHT,0.0%,165.11000000000001,-1.6299999999999999,-1.0%
421,Zebra Technologies,ZBRA,0.0%,308.81999999999999,-5.0700000000000003,-1.6%
422,Mid-America Apartment Communities,MAA,0.0%,133.99000000000001,-0.44,-0.3%
423,TKO Group Holdings,TKO,0.0%,186.84999999999999,0,0.0%
424,LyondellBasell,LYB,0.0%,47.590000000000003,0.78000000000000003,-1.7%
425,Omnicom Group,OMC,0.0%,79,-1.3300000000000001,-1.7%
426,Kimco Realty,KIM,0.0%,22.34,0.12,-0.5%
427,C.H. Robinson,CHRW,0.0%,126.06,0.65000000000000002,-0.5%
428,Everest Group,EG,0.0%,348.94,-0.33000000000000002,-0.1%
429,Cooper Companies (The),COO,0.0%,73.510000000000005,-1.01,-1.4%
430,Allegion,ALLE,0.0%,167.30000000000001,-3.9199999999999999,-2.3%
431,Textron,TXT,0.0%,81.219999999999999,1.75,-2.2%
432,Masco,MAS,0.0%,68.140000000000001,-1.3500000000000001,-1.9%
433,Avery Dennison,AVY,0.0%,181.59,-4.6900000000000004,-2.5%
434,Clorox,CLX,0.0%,115.84999999999999,-0.47999999999999998,-0.4%
435,Domino's,DPZ,0.0%,414.86000000000001,-6.9000000000000004,-1.6%
436,CF Industries,CF,0.0%,86.469999999999999,-0.46000000000000002,-0.5%
437,Builders FirstSource,BLDR,0.0%,124.06,-0.14000000000000001,-0.1%
438,Ball Corporation,BALL,0.0%,49.829999999999998,0.13,-0.3%
439,Universal Health Services,UHS,0.0%,210.68000000000001,2.0499999999999998,-1.0%
440,Nordson Corporation,NDSN,0.0%,235.90000000000001,-0.050000000000000002776,-0.0%
441,Alexandria Real Estate Equities,ARE,0.0%,77.409999999999997,0.5,-0.7%
442,Brown–Forman,BF.B,0.0%,27.949999999999999,-0.16,-0.6%
443,Regency Centers,REG,0.0%,72.640000000000001,0.16,-0.2%
444,Hormel Foods,HRL,0.0%,23.829999999999998,0.05999999999999999778,-0.2%
445,Wynn Resorts,WYNN,0.0%,125.56999999999999,0.17000000000000001,-0.1%
446,Healthpeak Properties,DOC,0.0%,18.760000000000002,0.22,-1.2%
447,Deckers Brands,DECK,0.0%,86.939999999999998,-15.6,-15.2%
448,IDEX Corporation,IEX,0.0%,167.94999999999999,-0.41999999999999998,-0.2%
449,Fox Corporation (Class A),FOXA,0.0%,59.380000000000003,0.56999999999999995,-1.0%
450,Fox Corporation (Class B),FOX,0.0%,52.899999999999999,0.07000000000000000666,-0.1%
451,Albemarle Corporation,ALB,0.0%,105.64,8.2799999999999994,-8.5%
452,Solventum,SOLV,0.0%,71.439999999999998,-0.82999999999999996,-1.1%
453,Viatris,VTRS,0.0%,10.35,0.04000000000000000083,-0.4%
454,"UDR, Inc.",UDR,0.0%,36.240000000000002,-0.070000000000000006661,-0.2%
455,Franklin Resources,BEN,0.0%,22.84,0.17000000000000001,-0.8%
456,Baxter International,BAX,0.0%,23.02,0.02999999999999999889,-0.1%
457,Huntington Ingalls Industries,HII,0.0%,299.91000000000003,9.8200000000000003,-3.4%
458,"BXP, Inc.",BXP,0.0%,74.180000000000007,0.45000000000000001,-0.6%
459,Revvity,RVTY,0.0%,98.890000000000001,1.3200000000000001,-1.4%
460,Host Hotels & Resorts,HST,0.0%,16.489999999999998,-0.14000000000000001,-0.8%
461,Jack Henry & Associates,JKHY,0.0%,155.83000000000001,0.11,-0.1%
462,Generac,GNRC,0.0%,191.94999999999999,2.9100000000000001,-1.5%
463,Camden Property Trust,CPT,0.0%,105.06,0.08000000000000000167,-0.1%
464,Paycom,PAYC,0.0%,199.50999999999999,-0.73999999999999999,-0.4%
465,Pinnacle West,PNW,0.0%,92.120000000000005,-0.44,-0.5%
466,Skyworks Solutions,SWKS,0.0%,74.040000000000006,-1.73,-2.3%
467,Pool Corporation,POOL,0.0%,293.75,-6.5599999999999996,-2.2%
468,J.M. Smucker Company (The),SJM,0.0%,102.14,-0.45000000000000001,-0.4%
469,Stanley Black & Decker,SWK,0.0%,70.209999999999994,-0.19,-0.3%
470,Globe Life,GL,0.0%,133.62,-2.0800000000000001,-1.5%
471,Dayforce,DAY,0.0%,68.480000000000004,-0.02000,-0.0%
472,Akamai Technologies,AKAM,0.0%,75.049999999999997,0.44,-0.6%
473,Hasbro,HAS,0.0%,76.700000000000003,-1.24,-1.6%
474,Assurant,AIZ,0.0%,211.86000000000001,0.28000000000000003,-0.1%
475,FactSet,FDS,0.0%,285.30000000000001,-1.54,-0.5%
476,Norwegian Cruise Line Holdings,NCLH,0.0%,23.469999999999999,-0.01000,-0.0%
477,Moderna,MRNA,0.0%,26.739999999999998,0.48999999999999999,-1.9%
478,AES Corporation,AES,0.0%,14.550000000000001,0.34999999999999998,-2.5%
479,Bio-Techne,TECH,0.0%,65.909999999999997,-0.16,-0.2%
480,Invesco,IVZ,0.0%,23,0.32000000000000001,-1.4%
481,Interpublic Group of Companies (The),IPG,0.0%,27.059999999999999,-0.46999999999999997,-1.7%
482,News Corp (Class A),NWSA,0.0%,26.32,-0.080000000000000001665,-0.3%
483,Align Technology,ALGN,0.0%,135.21000000000001,-0.79000000000000004,-0.6%
484,Charles River Laboratories,CRL,0.0%,197.03999999999999,6.0700000000000003,-3.2%
485,A. O. Smith,AOS,0.0%,68.900000000000006,-0.14000000000000001,-0.2%
486,Mosaic Company (The),MOS,0.0%,29.98,0.33000000000000002,-1.1%
487,Lamb Weston,LW,0.0%,66.379999999999995,1.22,-1.9%
488,DaVita,DVA,0.0%,129.19,1.1699999999999999,-0.9%
489,Campbell Soup Company,CPB,0.0%,30.93,-0.12,-0.4%
490,Molson Coors Beverage Company,TAP,0.0%,45.439999999999998,-0.17999999999999999,-0.4%
491,MGM Resorts,MGM,0.0%,32.810000000000002,-0.26000000000000001,-0.8%
492,EPAM Systems,EPAM,0.0%,159.40000000000001,2.6699999999999999,-1.7%
493,Conagra Brands,CAG,0.0%,18.289999999999999,-0.17999999999999999,-1.0%
494,Federal Realty Investment Trust,FRT,0.0%,101.3,0.52000000000000002,-0.5%
495,APA Corporation,APA,0.0%,23.829999999999998,-0.79000000000000004,-3.2%
496,Molina Healthcare,MOH,0.0%,163.31999999999999,2.3199999999999998,-1.4%
497,LKQ Corporation,LKQ,0.0%,30.789999999999999,0.17000000000000001,-0.6%
498,Match Group,MTCH,0.0%,32.619999999999997,-0.13,-0.4%
499,Henry Schein,HSIC,0.0%,63.840000000000003,0.25,-0.4%
500,Mohawk Industries,MHK,0.0%,119.90000000000001,-9,-7.0%
501,Eastman Chemical Company,EMN,0.0%,62.700000000000003,-0.38,-0.6%
502,CarMax,KMX,0.0%,44.259999999999998,1.1399999999999999,-2.6%
503,News Corp (Class B),NWS,0.0%,30.149999999999999,0,-0.0%
