No,Company,Symbol,Weight,Price,Chg,% Chg
261,Hershey Company (The),HSY,0.1%,179.38,-2.2000000000000002,-1.2%
262,Otis Worldwide,OTIS,0.1%,91.950000000000003,-1.02,-1.1%
263,Xylem Inc.,XYL,0.1%,148.25,0.56000000000000005,-0.4%
264,Consolidated Edison,ED,0.1%,100.04000000000001,-0.72999999999999998,-0.7%
265,PG&E Corporation,PCG,0.1%,16.399999999999999,0.10000000000000001,-0.6%
266,Prudential Financial,PRU,0.1%,102.18000000000001,0.41999999999999998,-0.4%
267,GE HealthCare,GEHC,0.1%,78.140000000000001,0.88,-1.1%
268,Live Nation Entertainment,LYV,0.1%,152.86000000000001,-0.46999999999999997,-0.3%
269,Fidelity National Information Services,FIS,0.1%,67.790000000000006,0.27000000000000002,-0.4%
270,Hartford (The),HIG,0.1%,125.11,-0.14000000000000001,-0.1%
271,Humana,HUM,0.1%,290.64999999999998,-0.65000000000000002,-0.2%
272,Microchip Technology,MCHP,0.1%,63.170000000000002,-1.9199999999999999,-2.9%
273,DuPont,DD,0.1%,81.010000000000005,-0.28000000000000003,-0.3%
274,Wabtec,WAB,0.1%,197.63,0.68000000000000005,-0.4%
275,EQT Corporation,EQT,0.1%,53.700000000000003,0.14000000000000001,-0.3%
276,"EMCOR Group, Inc.",EME,0.1%,748.24000000000001,51.960000000000001,-7.5%
277,Charter Communications,CHTR,0.1%,244.19999999999999,0.28000000000000003,-0.1%
278,Vici Properties,VICI,0.1%,31.190000000000001,-0.23000000000000001,-0.7%
279,Cognizant,CTSH,0.1%,67.859999999999999,-0.17000000000000001,-0.2%
280,Targa Resources,TRGP,0.1%,153.77000000000001,-3.0299999999999998,-1.9%
281,CoStar Group,CSGP,0.1%,77.890000000000001,0.23000000000000001,-0.3%
282,NRG Energy,NRG,0.1%,170.36000000000001,6.5499999999999998,-4.0%
283,Verisk Analytics,VRSK,0.1%,234.94,0.14999999999999999,-0.1%
284,State Street Corporation,STT,0.1%,116.12,1.51,-1.3%
285,Lennar,LEN,0.1%,127.56999999999999,0.23000000000000001,-0.2%
286,Arch Capital Group,ACGL,0.1%,87.150000000000006,-0.31,-0.4%
287,Raymond James Financial,RJF,0.1%,162.44,-2.6400000000000001,-1.6%
288,United Airlines Holdings,UAL,0.1%,99.310000000000002,3.6299999999999999,-3.8%
289,Willis Towers Watson,WTW,0.1%,328.33999999999997,-3.04,-0.9%
290,Ventas,VTR,0.1%,70.390000000000001,0.42999999999999999,-0.6%
291,Extra Space Storage,EXR,0.1%,150.25999999999999,-0.55000000000000004,-0.4%
292,Nucor,NUE,0.1%,138.69999999999999,0.25,-0.2%
293,Ingersoll Rand,IR,0.1%,79.780000000000001,-0.57999999999999996,-0.7%
294,Iron Mountain,IRM,0.1%,105.23,1.3,-1.2%
295,Hewlett Packard Enterprise,HPE,0.1%,23.5,0.31,-1.3%
296,Interactive Brokers Group,IBKR,0.1%,68.75,1.5800000000000001,-2.4%
297,Archer Daniels Midland,ADM,0.1%,63.329999999999998,0.81999999999999995,-1.3%
298,Kraft Heinz,KHC,0.1%,25.25,-0.16,-0.6%
299,Tractor Supply,TSCO,0.1%,56.280000000000001,-0.070000000000000006661,-0.1%
300,Mettler Toledo,MTD,0.1%,1434.32,-3.4300000000000002,-0.2%
301,DTE Energy,DTE,0.1%,141.84,0.29999999999999999,-0.2%
302,Keysight Technologies,KEYS,0.1%,169.47,1.0900000000000001,-0.7%
303,Brown & Brown,BRO,0.1%,88,-0.77000000000000002,-0.9%
304,M&T Bank,MTB,0.1%,185.22999999999999,4.1399999999999997,-2.3%
305,Kellanova,K,0.1%,83.030000000000001,0,0.0%
306,Kenvue,KVUE,0.1%,15,-0.089999999999999996669,-0.6%
307,Supermicro,SMCI,0.1%,48.289999999999999,0.37,-0.8%
308,Equifax,EFX,0.1%,233.80000000000001,2.4900000000000002,-1.1%
309,Old Dominion,ODFL,0.1%,136.12,0.26000000000000001,-0.2%
310,W. R. Berkley Corporation,WRB,0.1%,75.030000000000001,-0.20999999999999999,-0.3%
311,Atmos Energy,ATO,0.1%,175.93000000000001,0.17999999999999999,-0.1%
312,Ameren,AEE,0.1%,104.28,-0.050000000000000002776,-0.1%
313,Fifth Third Bancorp,FITB,0.1%,42.630000000000003,0.56000000000000005,-1.3%
314,Eversource Energy,ES,0.1%,74.670000000000002,0.78000000000000003,-1.1%
315,American Water Works,AWK,0.1%,141.59,-0.98999999999999999,-0.7%
316,PPL Corporation,PPL,0.1%,37.350000000000001,-0.01000,-0.0%
317,Dexcom,DXCM,0.0%,70.329999999999998,-0.72999999999999998,-1.0%
318,"Rollins, Inc.",ROL,0.0%,56.600000000000001,-0.19,-0.3%
319,Broadridge Financial Solutions,BR,0.0%,232.28999999999999,0.19,-0.1%
320,Expedia Group,EXPE,0.0%,218.84999999999999,3.2000000000000002,-1.5%
321,AvalonBay Communities,AVB,0.0%,189.43000000000001,0.39000000000000001,-0.2%
322,Synchrony Financial,SYF,0.0%,74.840000000000003,1.6000000000000001,-2.2%
323,FirstEnergy,FE,0.0%,46.640000000000001,0.12,-0.3%
324,Veralto,VLTO,0.0%,104.65000000000001,-0.22,-0.2%
325,First Solar,FSLR,0.0%,241.41,12.41,-5.4%
326,HP Inc.,HPQ,0.0%,27.66,-0.17000000000000001,-0.6%
327,CenterPoint Energy,CNP,0.0%,39.530000000000001,-0.070000000000000006661,-0.2%
328,International Paper,IP,0.0%,48.869999999999997,-0.23000000000000001,-0.5%
329,"The Trade Desk, Inc.",TTD,0.0%,52,-2.1299999999999999,-3.9%
330,General Mills,GIS,0.0%,47.409999999999997,-0.52000000000000002,-1.1%
331,Cboe Global Markets,CBOE,0.0%,238.75,1.5,-0.6%
332,Teledyne Technologies,TDY,0.0%,532.09000000000003,-4.5999999999999996,-0.9%
333,Expand Energy,EXE,0.0%,103.77,-0.68999999999999995,-0.7%
334,PTC Inc.,PTC,0.0%,204.81,0.14000000000000001,-0.1%
335,Cincinnati Financial,CINF,0.0%,156.66999999999999,0.94999999999999996,-0.6%
336,Constellation Brands,STZ,0.0%,139.62,-0.10000000000000001,-0.1%
337,Leidos,LDOS,0.0%,189.96000000000001,-1.4299999999999999,-0.8%
338,Dover Corporation,DOV,0.0%,177.43000000000001,-3.79,-2.1%
339,Equity Residential,EQR,0.0%,63.420000000000002,0.08999999999999999667,-0.1%
340,Northern Trust,NTRS,0.0%,126.03,1.29,-1.0%
341,"Tapestry, Inc.",TPR,0.0%,114.70999999999999,-0.19,-0.2%
342,Steris,STE,0.0%,240.75999999999999,-1.0900000000000001,-0.4%
343,PulteGroup,PHM,0.0%,120.53,-0.33000000000000002,-0.3%
344,Huntington Bancshares,HBAN,0.0%,16.07,0.20999999999999999,-1.3%
345,PPG Industries,PPG,0.0%,103.5,0,0.0%
346,NetApp,NTAP,0.0%,116.64,-1.1499999999999999,-1.0%
347,LabCorp,LH,0.0%,279.49000000000001,-4.5099999999999998,-1.6%
348,Ulta Beauty,ULTA,0.0%,517.65999999999997,-6.8200000000000003,-1.3%
